Time (sec),Air Temp (F),Water Supply Temp (F),Water Return Temp (F),Water Flowrate (gpm)
7980.0,75.4,69.5,82.84,4193.03
8040.0,75.4,69.4,82.90,4193.86
8100.0,75.4,69.4,82.83,4178.01
8160.0,75.4,69.1,82.78,4199.03
8220.0,75.4,68.8,82.72,4220.06
8280.0,75.3,68.5,82.64,4190.19
8340.0,75.3,68.3,82.50,4203.87
8400.0,75.2,68.4,82.18,4202.71
8460.0,75.2,68.5,81.93,4176.00
8520.0,75.2,68.5,81.86,4168.66
8580.0,75.2,68.7,81.97,4219.39
8640.0,75.1,68.9,82.10,4185.68
8700.0,75.1,69.1,82.17,4188.35
8760.0,75.2,69.3,82.26,4206.71
8820.0,75.2,69.5,82.32,4186.02
8880.0,75.2,69.7,82.36,4206.04
8940.0,75.3,69.8,82.51,4205.71
9000.0,75.3,69.6,82.65,4196.20
9060.0,75.4,69.5,82.61,4211.88
9120.0,75.4,69.4,82.42,4194.69
9180.0,75.4,69.4,82.32,4198.03
9240.0,75.4,69.3,82.30,4199.20
9300.0,75.4,69.1,82.30,4191.86
9360.0,75.4,68.8,82.26,4196.36
9420.0,75.3,68.6,82.22,4206.21
9480.0,75.3,68.5,82.06,4186.35
9540.0,75.3,68.6,81.94,4196.86
9600.0,75.2,68.7,81.90,4192.69
9660.0,75.2,68.8,82.03,4202.21
9720.0,75.2,68.8,82.13,4174.00
9780.0,75.2,68.8,82.15,4184.68
9840.0,75.2,68.8,81.92,4200.70
9900.0,75.2,68.9,81.82,4200.04
9960.0,75.2,69.1,81.85,4178.01
10020.0,75.2,69.4,81.94,4203.71
10080.0,75.2,69.6,82.01,4208.05
10140.0,75.2,69.6,82.08,4200.37
10200.0,75.3,69.6,82.22,4204.04
10260.0,75.3,69.4,82.26,4180.01
10320.0,75.3,69.3,82.29,4183.51
10380.0,75.3,69.3,82.31,4193.69
10440.0,75.3,69.3,82.21,4201.54
10500.0,75.3,69.3,82.18,4204.88
10560.0,75.3,69.1,82.24,4169.50
10620.0,75.3,68.7,82.21,4177.00
10680.0,75.3,68.5,82.11,4189.52
10740.0,75.3,68.6,81.95,4176.67
10800.0,75.2,68.7,81.96,4177.17
10860.0,75.2,68.8,82.01,4201.87
10920.0,75.2,68.8,82.13,4170.66
10980.0,75.2,68.9,82.15,4171.16
11040.0,75.2,69.2,82.13,4192.69
11100.0,75.2,69.5,82.17,4177.84
11160.0,75.2,69.6,82.26,4188.69
11220.0,75.3,69.6,82.32,4210.55
11280.0,75.3,69.5,82.39,4186.18
11340.0,75.3,69.4,82.28,4199.03
11400.0,75.3,69.4,82.20,4195.03
11460.0,75.3,69.3,82.21,4199.87
11520.0,75.3,69.3,82.19,4190.86
11580.0,75.3,69.0,82.17,4219.39
11640.0,75.3,68.7,82.16,4210.38
11700.0,75.3,68.6,82.12,4201.37
11760.0,75.3,68.6,82.00,4166.66
11820.0,75.2,68.7,81.94,4164.99
11880.0,75.2,68.7,81.91,4194.19
11940.0,75.2,68.8,82.01,4207.38
12000.0,75.2,68.8,82.05,4175.84
12060.0,75.2,68.8,82.03,4203.87
12120.0,75.2,68.8,81.95,4198.03
12180.0,75.2,69.0,81.94,4185.68
12240.0,75.2,69.3,81.97,4213.55
12300.0,75.2,69.5,82.05,4182.35
12360.0,75.2,69.7,82.17,4166.83
12420.0,75.3,69.9,82.33,4180.18
12480.0,75.4,69.7,82.37,4201.70
12540.0,75.4,69.3,82.37,4172.83
12600.0,75.4,69.1,82.27,4197.03
12660.0,75.4,68.9,82.10,4186.35
12720.0,75.3,68.7,81.97,4203.87
12780.0,75.3,68.6,81.95,4193.03
12840.0,75.3,68.7,81.81,4191.36
12900.0,75.2,68.7,81.77,4193.53
12960.0,75.2,68.7,81.82,4202.04
13020.0,75.2,68.8,81.93,4194.36
13080.0,75.2,68.8,82.00,4178.34
13140.0,75.2,68.8,82.12,4187.02
13200.0,75.2,68.8,82.28,4196.03
13260.0,75.2,68.9,82.23,4190.02
13320.0,75.2,69.1,82.17,4196.70
13380.0,75.2,69.4,82.23,4194.19
13440.0,75.2,69.8,82.37,4207.38
13500.0,75.2,70.0,82.45,4178.84
13560.0,75.3,70.0,82.48,4182.51
13620.0,75.4,69.6,82.48,4202.71
13680.0,75.4,69.2,82.48,4192.36
13740.0,75.4,69.0,82.32,4205.88
13800.0,75.4,68.7,82.12,4188.69
13860.0,75.3,68.6,81.99,4211.22
13920.0,75.3,68.3,81.75,4196.36
13980.0,75.2,68.2,81.41,4181.85
14040.0,75.2,68.3,81.29,4177.34
14100.0,75.1,68.6,81.23,4172.00
14160.0,75.1,68.7,81.33,4179.68
14220.0,75.1,68.9,81.45,4182.18
14280.0,75.1,68.9,81.52,4175.50
14340.0,75.1,69.1,81.59,4186.52
14400.0,75.1,69.3,81.58,4189.69
14460.0,75.1,69.6,81.63,4186.35
14520.0,75.2,69.9,81.80,4182.51
14580.0,75.2,70.1,81.99,4194.19
14640.0,75.3,69.7,82.17,4182.85
14700.0,75.4,69.4,82.17,4212.22
14760.0,75.4,69.2,81.98,4198.20
14820.0,75.4,69.1,81.91,4203.87
14880.0,75.3,68.8,81.74,4166.16
14940.0,75.3,68.6,81.58,4187.02
15000.0,75.3,68.6,81.49,4183.01
15060.0,75.3,68.6,81.08,4193.69
15120.0,75.2,68.7,80.83,4195.03
15180.0,75.2,68.6,80.84,4203.37
15240.0,75.2,68.6,80.92,4151.97
15300.0,75.2,68.7,80.92,4209.55
15360.0,75.2,69.1,80.96,4201.37
15420.0,75.2,69.4,81.08,4179.68
15480.0,75.2,69.7,81.25,4190.36
15540.0,75.2,69.9,81.51,4184.68
15600.0,75.3,69.6,81.67,4186.02
15660.0,75.3,69.3,81.78,4174.84
15720.0,75.3,69.1,81.68,4208.21
15780.0,75.3,69.1,81.48,4216.56
15840.0,75.3,69.2,81.35,4192.69
15900.0,75.3,69.3,81.31,4190.02
15960.0,75.3,69.2,81.34,4202.37
16020.0,75.3,69.2,81.38,4173.50
16080.0,75.3,69.1,81.34,4211.05
16140.0,75.3,69.0,81.32,4182.85
16200.0,75.3,68.7,81.36,4189.52
16260.0,75.3,68.5,81.25,4197.87
16320.0,75.2,68.5,81.09,4171.16
16380.0,75.2,68.6,80.95,4193.69
16440.0,75.2,68.8,80.93,4184.01
16500.0,75.2,69.1,80.95,4192.02
16560.0,75.2,69.3,81.09,4184.35
16620.0,75.2,69.6,81.24,4164.99
16680.0,75.2,69.7,81.49,4183.18
16740.0,75.3,69.5,81.70,4192.36
16800.0,75.3,69.2,81.74,4179.01
16860.0,75.3,69.1,81.64,4212.39
16920.0,75.3,69.1,81.49,4181.68
16980.0,75.3,69.0,81.38,4197.70
17040.0,75.3,68.7,81.30,4208.21
17100.0,75.3,68.5,81.24,4179.51
17160.0,75.2,68.4,81.24,4167.33
17220.0,75.2,68.6,81.08,4181.01
17280.0,75.2,69.0,81.04,4199.03
17340.0,75.2,69.2,81.29,4175.50
17400.0,75.2,69.3,81.63,4172.50
17460.0,75.2,69.4,81.80,4196.03
17520.0,75.2,69.4,81.94,4222.06
17580.0,75.2,69.4,82.07,4197.87
17640.0,75.2,69.4,82.14,4186.02
17700.0,75.3,69.5,82.03,4188.02
17760.0,75.3,69.7,81.96,4210.72
17820.0,75.3,69.7,81.97,4215.56
17880.0,75.3,69.3,82.04,4196.36
17940.0,75.3,69.1,81.98,4194.19
18000.0,75.3,69.2,81.86,4177.17
18060.0,75.3,69.1,81.67,4191.69
18120.0,75.3,68.7,81.64,4201.04
18180.0,75.3,68.5,81.55,4190.36
18240.0,75.2,68.5,81.37,4196.03
18300.0,75.2,68.6,81.23,4199.03
18360.0,75.2,68.6,81.16,4182.85
18420.0,75.2,68.7,81.12,4206.54
18480.0,75.1,68.6,81.13,4177.17
18540.0,75.1,68.7,81.11,4212.72
18600.0,75.1,69.0,81.12,4199.03
18660.0,75.1,69.3,81.21,4196.03
18720.0,75.2,69.5,81.41,4196.53
18780.0,75.2,69.8,81.67,4208.55
18840.0,75.2,70.0,81.87,4213.05
18900.0,75.3,69.6,82.01,4179.17
18960.0,75.3,69.2,82.06,4203.71
19020.0,75.3,69.2,81.96,4189.35
19080.0,75.3,69.2,81.89,4191.02
19140.0,75.3,69.3,81.82,4222.73
19200.0,75.3,69.2,81.74,4178.01
19260.0,75.3,68.9,81.72,4197.53
19320.0,75.3,68.6,81.64,4192.69
19380.0,75.3,68.6,81.45,4191.02
19440.0,75.2,68.6,81.25,4188.85
19500.0,75.2,68.6,81.15,4196.70
19560.0,75.2,68.7,81.15,4222.06
19620.0,75.2,69.0,81.14,4195.86
19680.0,75.1,69.2,81.22,4207.04
19740.0,75.2,69.4,81.38,4208.55
19800.0,75.2,69.4,81.50,4162.99
19860.0,75.2,69.4,81.62,4186.85
19920.0,75.2,69.3,81.66,4190.52
19980.0,75.2,69.3,81.69,4199.37
20040.0,75.2,69.3,81.74,4199.70
20100.0,75.3,69.2,81.81,4167.83
20160.0,75.3,69.2,81.79,4199.70
20220.0,75.3,69.2,81.68,4199.87
20280.0,75.3,69.2,81.51,4189.35
20340.0,75.3,69.3,81.39,4223.73
20400.0,75.3,69.2,81.40,4205.04
20460.0,75.3,69.2,81.45,4211.22
20520.0,75.3,69.2,81.53,4202.71
20580.0,75.3,69.2,81.71,4171.00
20640.0,75.3,69.3,81.86,4185.02
20700.0,75.3,69.2,81.93,4209.21
20760.0,75.3,69.2,81.99,4191.86
20820.0,75.3,69.2,81.98,4196.70
20880.0,75.3,68.9,81.91,4222.40
20940.0,75.3,68.7,81.79,4231.58
21000.0,75.2,68.6,81.72,4228.24
21060.0,75.2,68.6,81.54,4249.93
21120.0,75.2,69.0,81.51,4193.19
21180.0,75.2,69.2,81.62,4205.04
21240.0,75.2,69.4,81.76,4220.40
21300.0,75.2,69.4,81.97,4198.37
21360.0,75.2,69.4,82.10,4203.21
21420.0,75.3,69.4,82.09,4220.06
21480.0,75.3,69.3,82.07,4199.37
21540.0,75.3,69.2,81.81,4215.22
21600.0,75.3,69.2,81.65,4207.71
21660.0,75.3,68.9,81.58,4203.87
21720.0,75.3,68.6,81.44,4190.69
21780.0,75.3,68.6,81.23,4202.71
21840.0,75.2,68.6,81.08,4169.00
21900.0,75.2,68.8,81.04,4214.72
21960.0,75.2,69.0,81.08,4177.67
22020.0,75.2,69.2,81.18,4222.06
22080.0,75.2,69.2,81.26,4165.32
22140.0,75.2,68.9,81.39,4201.70
22200.0,75.2,68.7,81.46,4213.22
22260.0,75.2,68.7,81.41,4185.85
22320.0,75.2,69.0,81.26,4220.06
22380.0,75.2,69.3,81.25,4230.41
22440.0,75.2,69.3,81.37,4215.22
22500.0,75.2,69.4,81.50,4200.70
22560.0,75.3,69.5,81.55,4173.50
22620.0,75.3,69.7,81.63,4175.17
22680.0,75.3,69.7,81.69,4187.35
22740.0,75.3,69.4,81.78,4184.85
22800.0,75.3,69.1,81.83,4199.37
22860.0,75.3,69.0,81.78,4189.85
22920.0,75.3,68.9,81.65,4190.02
22980.0,75.3,68.6,81.49,4183.01
23040.0,75.3,68.5,81.33,4213.39
23100.0,75.3,68.5,81.09,4186.02
23160.0,75.2,68.6,80.97,4211.72
23220.0,75.2,68.6,80.92,4200.54
23280.0,75.2,68.7,80.92,4206.88
23340.0,75.2,69.0,80.92,4178.01
23400.0,75.2,69.2,80.94,4200.87
23460.0,75.2,69.3,81.05,4205.88
23520.0,75.2,69.3,81.16,4195.03
23580.0,75.2,69.3,81.28,4207.21
23640.0,75.2,69.5,81.31,4195.53
23700.0,75.3,69.6,81.36,4203.04
23760.0,75.3,69.6,81.45,4216.89
23820.0,75.3,69.3,81.62,4200.54
23880.0,75.3,69.1,81.59,4212.22
23940.0,75.3,69.1,81.41,4188.02
24000.0,75.3,69.1,81.27,4205.88
24060.0,75.3,69.1,81.20,4207.04
24120.0,75.3,69.1,81.14,4220.23
24180.0,75.3,69.1,81.09,4204.71
24240.0,75.3,68.9,81.10,4189.69
24300.0,75.3,68.5,81.07,4207.38
24360.0,75.2,68.4,80.92,4186.85
24420.0,75.2,68.5,80.71,4210.88
24480.0,75.1,68.8,80.61,4214.39
24540.0,75.1,69.0,80.67,4208.05
24600.0,75.2,69.1,80.76,4213.89
24660.0,75.1,69.1,80.89,4161.48
24720.0,75.2,69.1,81.07,4204.21
24780.0,75.2,69.2,81.15,4205.38
24840.0,75.2,69.2,81.10,4225.23
24900.0,75.2,69.4,81.10,4197.03
24960.0,75.2,69.6,81.15,4200.37
25020.0,75.3,69.7,81.25,4219.23
25080.0,75.3,69.5,81.44,4194.86
25140.0,75.3,69.2,81.49,4184.52
25200.0,75.3,69.2,81.38,4215.22
25260.0,75.3,69.2,81.26,4223.73
25320.0,75.3,69.1,81.16,4203.21
25380.0,75.3,69.1,81.15,4211.72
25440.0,75.3,69.0,81.16,4212.05
25500.0,75.3,68.7,81.12,4188.52
25560.0,75.3,68.5,80.96,4217.89
25620.0,75.2,68.5,80.74,4204.71
25680.0,75.2,68.5,80.57,4200.37
25740.0,75.2,68.8,80.55,4205.54
25800.0,75.2,69.0,80.60,4157.31
25860.0,75.2,69.2,80.76,4223.73
25920.0,75.2,69.4,80.94,4188.52
25980.0,75.2,69.6,81.11,4224.23
26040.0,75.2,69.8,81.15,4196.53
26100.0,75.3,69.6,81.28,4194.86
26160.0,75.3,69.2,81.43,4214.05
26220.0,75.3,69.0,81.28,4185.18
26280.0,75.3,69.0,81.05,4195.36
26340.0,75.3,69.0,80.92,4232.58
26400.0,75.3,69.1,80.82,4219.56
26460.0,75.3,69.1,80.80,4190.36
26520.0,75.3,68.9,80.84,4205.21
26580.0,75.2,68.6,80.90,4188.35
26640.0,75.2,68.5,80.85,4200.04
26700.0,75.2,68.6,80.66,4185.68
26760.0,75.2,68.8,80.54,4202.54
26820.0,75.2,69.0,80.55,4187.02
26880.0,75.2,69.3,80.71,4208.38
26940.0,75.2,69.5,80.92,4198.87
27000.0,75.2,69.6,81.37,4209.21
27060.0,75.3,69.5,81.80,4205.54
27120.0,75.3,69.3,81.98,4223.07
27180.0,75.3,69.2,81.93,4206.21
27240.0,75.3,69.1,81.85,4226.57
27300.0,75.3,69.1,81.64,4226.40
27360.0,75.3,69.2,81.54,4214.89
27420.0,75.3,69.2,81.55,4193.86
27480.0,75.3,69.3,81.55,4209.05
27540.0,75.3,69.4,81.56,4214.89
27600.0,75.3,69.3,81.64,4214.05
27660.0,75.3,69.2,81.62,4185.02
27720.0,75.3,69.0,81.63,4203.71
27780.0,75.3,68.6,81.40,4201.20
27840.0,75.3,68.5,81.27,4170.33
27900.0,75.2,68.5,81.13,4191.19
27960.0,75.2,68.6,81.10,4172.67
28020.0,75.2,68.7,81.09,4166.49
28080.0,75.2,69.1,81.10,4199.03
28140.0,75.2,69.3,81.18,4191.36
28200.0,75.2,69.4,81.28,4225.57
28260.0,75.2,69.4,81.45,4167.66
28320.0,75.2,69.4,81.55,4166.99
28380.0,75.2,69.4,81.53,4203.04
28440.0,75.2,69.3,81.54,4199.37
28500.0,75.3,69.2,81.62,4195.53
28560.0,75.3,69.3,81.58,4209.38
28620.0,75.3,69.3,81.56,4216.72
28680.0,75.3,69.3,81.61,4171.67
28740.0,75.3,69.3,81.56,4192.02
28800.0,75.3,69.3,81.56,4209.88
28860.0,75.3,69.1,81.54,4150.80
28920.0,75.3,68.7,81.52,4213.72
28980.0,75.3,68.5,81.34,4192.86
29040.0,75.2,68.5,81.11,4213.05
29100.0,75.2,68.6,80.91,4165.82
29160.0,75.2,68.6,80.84,4210.38
29220.0,75.2,68.7,80.91,4189.02
29280.0,75.2,68.8,81.02,4187.35
29340.0,75.2,69.1,81.07,4195.53
29400.0,75.2,69.3,81.22,4218.56
29460.0,75.2,69.5,81.35,4202.37
29520.0,75.2,69.4,81.53,4175.17
29580.0,75.2,69.4,81.63,4195.53
29640.0,75.2,69.4,81.64,4191.02
29700.0,75.2,69.3,81.62,4200.70
29760.0,75.2,69.3,81.56,4209.21
29820.0,75.3,69.3,81.55,4205.04
29880.0,75.2,69.3,81.43,4197.53
29940.0,75.3,69.3,81.23,4189.52
30000.0,75.3,69.2,81.16,4204.88
30060.0,75.3,69.2,81.15,4173.50
30120.0,75.3,69.2,81.09,4217.06
30180.0,75.3,69.3,81.08,4195.70
30240.0,75.3,69.0,81.11,4183.35
30300.0,75.3,68.6,81.02,4188.69
30360.0,75.2,68.4,80.86,4170.83
30420.0,75.2,68.4,80.59,4168.66
30480.0,75.2,68.5,80.47,4179.68
30540.0,75.1,68.5,80.43,4189.19
30600.0,75.1,68.5,80.41,4200.20
30660.0,75.1,68.7,80.41,4172.83
30720.0,75.1,69.1,80.44,4174.84
30780.0,75.1,69.4,80.56,4177.51
30840.0,75.2,69.7,80.68,4205.71
30900.0,75.2,69.8,80.91,4166.99
30960.0,75.2,69.8,81.11,4218.89
31020.0,75.3,69.6,81.22,4185.52
31080.0,75.3,69.5,81.22,4167.99
31140.0,75.3,69.3,81.11,4187.85
31200.0,75.3,69.1,81.01,4196.86
31260.0,75.3,69.0,80.88,4190.86
31320.0,75.2,69.0,80.74,4192.69
31380.0,75.2,69.0,80.72,4180.34
31440.0,75.2,69.0,80.82,4194.53
31500.0,75.2,68.7,81.10,4195.20
31560.0,75.2,68.5,81.49,4202.37
31620.0,75.2,68.5,81.85,4163.82
31680.0,75.2,68.6,82.34,4179.01
31740.0,75.1,68.8,82.92,4166.16
31800.0,75.1,69.1,83.25,4199.37
31860.0,75.1,69.5,83.53,4188.19
31920.0,75.2,69.9,83.73,4205.71
31980.0,75.2,70.1,83.90,4178.84
32040.0,75.3,70.1,84.30,4204.37
32100.0,75.3,69.9,84.53,4218.23
32160.0,75.4,69.7,84.55,4213.05
32220.0,75.4,69.6,84.50,4210.05
32280.0,75.4,69.3,84.13,4221.23
32340.0,75.4,68.8,83.53,4197.03
32400.0,75.4,68.4,83.14,4201.04
32460.0,75.3,68.1,83.21,4189.69
32520.0,75.3,67.9,83.21,4198.70
32580.0,75.2,68.1,82.91,4200.04
32640.0,75.2,68.5,82.86,4164.82
32700.0,75.1,68.7,82.93,4170.33
32760.0,75.1,68.7,83.07,4177.51
32820.0,75.1,69.0,83.05,4189.02
32880.0,75.1,69.2,83.24,4213.39
32940.0,75.1,69.3,83.36,4193.53
33000.0,75.2,69.4,83.41,4219.23
33060.0,75.2,69.4,83.32,4214.39
33120.0,75.2,69.3,83.01,4185.68
33180.0,75.2,69.3,82.77,4193.36
33240.0,75.3,69.2,82.72,4226.07
33300.0,75.2,69.2,82.84,4201.37
33360.0,75.3,69.2,82.89,4181.68
33420.0,75.3,69.3,82.90,4166.32
33480.0,75.3,69.3,82.90,4185.85
33540.0,75.3,69.1,82.87,4204.88
33600.0,75.3,69.1,82.78,4172.83
33660.0,75.3,69.0,82.56,4147.63
33720.0,75.2,69.0,82.37,4183.85
33780.0,75.2,69.1,82.13,4187.52
33840.0,75.2,69.2,81.87,4205.88
33900.0,75.2,69.4,81.77,4224.90
33960.0,75.3,69.3,81.86,4177.34
34020.0,75.3,68.9,82.14,4193.19
34080.0,75.3,68.8,82.23,4200.70
34140.0,75.2,68.9,82.12,4206.04
34200.0,75.2,68.8,81.99,4215.22
34260.0,75.2,68.8,81.95,4193.86
34320.0,75.2,68.7,81.94,4189.02
34380.0,75.2,68.8,81.88,4186.35
34440.0,75.1,68.8,81.77,4172.67
34500.0,75.2,68.9,81.65,4192.19
34560.0,75.2,68.9,81.54,4203.37
34620.0,75.2,68.9,81.49,4186.02
34680.0,75.1,68.8,81.54,4201.70
34740.0,75.1,68.9,81.73,4192.69
34800.0,75.1,69.0,81.82,4205.04
34860.0,75.1,69.0,81.90,4195.86
34920.0,75.2,69.1,81.95,4204.54
34980.0,75.1,69.1,82.00,4191.69
35040.0,75.2,69.2,82.02,4189.85
35100.0,75.2,69.4,82.03,4201.04
35160.0,75.2,69.7,82.02,4187.02
35220.0,75.2,69.8,82.05,4176.00
35280.0,75.3,69.7,82.04,4208.05
35340.0,75.3,69.6,82.07,4188.69
35400.0,75.4,69.5,82.15,4197.20
35460.0,75.4,69.3,82.29,4195.86
35520.0,75.4,69.0,82.32,4187.35
35580.0,75.4,68.9,82.23,4203.04
35640.0,75.3,68.9,82.09,4180.84
35700.0,75.3,68.9,81.92,4158.81
35760.0,75.3,68.8,81.77,4188.35
35820.0,75.3,68.8,81.56,4189.85
35880.0,75.3,68.8,81.27,4183.85
35940.0,75.3,68.8,80.86,4181.34
36000.0,75.2,68.5,80.45,4176.50
36060.0,75.2,68.2,80.05,4186.52
36120.0,75.2,68.2,79.72,4161.48
36180.0,75.1,68.3,79.46,4197.70
36240.0,75.1,68.6,79.31,4197.87
36300.0,75.1,68.9,79.30,4180.01
36360.0,75.1,69.0,79.36,4189.19
36420.0,75.1,69.2,79.46,4184.85
36480.0,75.1,69.4,79.56,4181.51
36540.0,75.1,69.4,79.68,4185.35
36600.0,75.2,69.4,79.76,4172.67
36660.0,75.2,69.4,79.82,4191.02
36720.0,75.3,69.5,79.81,4181.51
36780.0,75.3,69.6,79.79,4188.35
36840.0,75.3,69.5,79.80,4203.71
36900.0,75.3,69.2,79.81,4195.20
36960.0,75.4,69.1,79.74,4175.34
37020.0,75.4,69.0,79.63,4189.69
37080.0,75.3,68.9,79.54,4187.85
37140.0,75.3,68.9,79.50,4196.20
37200.0,75.3,68.9,79.46,4196.70
37260.0,75.3,68.9,79.43,4183.35
37320.0,75.3,69.0,79.42,4176.50
37380.0,75.3,69.0,79.41,4189.85
37440.0,75.3,68.9,79.39,4196.03
37500.0,75.3,68.9,79.35,4196.03
37560.0,75.3,69.0,79.34,4196.03
37620.0,75.3,69.1,79.32,4194.53
37680.0,75.3,69.4,79.34,4177.67
37740.0,75.3,69.2,79.39,4180.84
37800.0,75.3,69.0,79.46,4190.86
37860.0,75.3,68.9,79.46,4180.68
